test_id,timestamp,date,url,track,method,model_selector,model_observed,input_est_chars,hypothesis_match,windsurf_version,notes,approval_required,pagination_observed,output_chars,truncated,truncation_char_num,tokens_est,tools_used,tools_blocked,execution_attempts,cascade_reported_output_chars,cascade_reported_truncated,cascade_reported_truncation_point,cascade_reported_tokens_est,cascade_reported_file_size_bytes,cascade_reported_md5_checksum,cascade_reported_lines,cascade_reported_words,cascade_reported_code_blocks,cascade_reported_table_rows,cascade_reported_headers,verified_file_size_bytes,verified_md5_checksum,verified_total_lines,verified_total_words,verified_tokens,verified_chars_per_token,verified_code_blocks,verified_table_rows,verified_headers
SC-2,2026-04-09T06:47:33.751677,2026-04-09,https://docs.anthropic.com/en/api/messages,interpreted,cascade-implicit,Hybrid Arena,GPT-5.3-Codex Medium,81920,"H1-no, H2-no, H3-no, H4-partially, h5-partially",1.9600.41-pro,"1st run selected GPT-5.3-Codex, attempted to run read_url_context twice, returned orm.claude.com/docs/llms-full.txt: Not Found: Not Found. Admitted not complete because fetch failed, full page content not retrieved. Didn't invoke view_content_chunk or search_web.",yes,unknown,164,no,,40,,,,,,,,,,,,,,,,,,,,,,,
SC-2,2026-04-09T06:53:55.391765,2026-04-09,https://docs.anthropic.com/en/api/messages,interpreted,cascade-implicit,Hybrid Arena,Claude Sonnet 4.6 Thinking,81920,"H1-no, H2-no, H3-no, H4-no, H5-no",1.9600.41-pro,"2nd run selects Claude Sonnet 4.6 also attempts to use read_url_cont2x, admits no content was retrieved. Truncation reported as n/a as both requests erroed before returning content. Reports first call https://docs.anthropic.com/en/api/messages — failed with a redirect error pointing to https://platform.claude.com/docs/llms-full.txt, second call failed with HTTP 404 Not Found. Reports the target content is inaccessible through my available tools in this environment.",yes,unknown,0,no,,0,,,,,,,,,,,,,,,,,,,,,,,
SC-2,2026-04-09T07:03:53.061647,2026-04-09,https://docs.anthropic.com/en/api/messages,interpreted,cascade-implicit,Hybrid Arena,GPT-5.4 Low Thinking,81920,"H1-no, H2-no, H3-no, H4-no, H5-no",1.9600.41-pro,"3rd run selects GPT-5.4 also attempts to use real_url_content twice, but didn't receive any page content, only tool error messages; first attempt returned internal redirattempt to https://docs.anthropic.com/llms-full.txt, then to https://platform.claude.com/docs/llms-full.txt, second fetch returned Not Found. Didn't invoke view_content_chunk or search_web, visible identifiersCORTEX_STEP_TYPE_READ_URL_CONTENT - this is revealing of Cascade limits.",yes,unknown,0,no,,0,,,,,,,,,,,,,,,,,,,,,,,
SC-2,2026-04-09T07:14:50.431012,2026-04-09,https://docs.anthropic.com/en/api/messages,interpreted,cascade-implicit,Hybrid Arena,Claude Opus 4.6 Thinking,81920,"H1-partially, H2-partially, H3-no, H4-no, H5-no",1.9600.41-pro,"4th run selects Claude Opus 4.6 attempted to use read_url_content 3x, reporting target API docs page not successfully fetched, 404 error, bulk content repetitive Next.js React Server Component script payloads referencing JS chunk files. Estimated 10k-12k tokens, content repetitive, so tokenization compresses. No truncation, appears complete, but a 303 and not target content only raw HTML, actual semantic content near-zero, view_content_chunk and search_web not calle. Reports this is a tool-layer URL rewriting bug, requested path silently replaced with llms-full.txt, claiming root cause docs.anthropic.com has migrated to platform.claude.com, and the read_url_content tool has an internal URL rewriting behavior that maps docs.anthropic.com → /llms-full.txt rather than preserving the requested path.",yes,no,37000,no,,11000,,,,,,,,,,,,,,,,,,,,,,,
SC-2,2026-04-09T07:28:56.231877,2026-04-09,https://docs.anthropic.com/en/api/messages,interpreted,cascade-implicit,Hybrid Arena,SWE-1.6,81920,"H1-no, H2-no, H3-no, H4-partial, H5-no",1.9600.41-pro,"5th run selects SWE-1.6 attempts to use read_url_content 2x, calls search_web 1st time as a fallback after fetch failures, then failed read_url_content 3rd time, tool encountered persistent redirect error, leading to same Not Found. All metrics reported n/a. Reports that read_url_content tool has an internal URL rewriting issue that transforms the URL into an llms-full.txt, which then redirects to a non-existent endpoint, which prevents the test from proceeding.",yes,no,0,no,,0,,,,,,,,,,,,,,,,,,,,,,,
OP-4,2026-04-09T11:27:21.271864,2026-04-09,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,interpreted,cascade-implicit,Hybrid Arena,GPT-5.3-Codex Medium,256000,"H1-no, H2-no, H3-indeterminate, H4-untested, H5-partially",1.9600.41-pro,"1st run selects GPT-5.3-Codex and took a long time, reported that long pages get broken down into outlines and read as needed. Created outline, got URL index response with 53 chunk positions and inspect representative chunks, sampled 1-2, final and then middle chunks to verify chrome/CSS. Chunks seemed just HTML/CSS. Floating, swimming, diving, reported this is taking a long time, offered to retry. Used ~4 char/token, retrieved chunks dominated by CSS/nav chrome, suggests extraction/partial rendering, incomplete/noisy, no code blocks passed. Used read_urlead_url_content, view_content_chunk, not search_web, offered to run without chunk expansion for cleaner baseline measurement.",yes,yes-auto,2500,yes,,625,,,,,,,,,,,,,,,,,,,,,,,
OP-4,2026-04-09T11:45:17.804609,2026-04-09,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,interpreted,cascade-implicit,Hybrid Arena,Claude Sonnet 4.6 Thinking,256000,"H1-indeterminate, H2-indeterminate, H3-no, H4-untested, H5-partially",1.9600.41-pro,"2nd run selects Claude Sonnet 4.6 accused user of prompt injection, refused to report internal identifiers as a model safety behavior, inverse of GPT SC-2 leak. Reported can't provide extact figures, deldelivered 53 chunks, only retrieved 0, 52, each chunk 1k-3k chars mostly CSS, payload 80k-150k, less than 250k estimate. Reportedeported chunking mechanism is a form of truncation, substantial tutorial content not visible in sampled chunks, appears complete retrieval but content obscured by CSS noise, can't confirm tutorial steps or code examples. Used read_url_content, view_content_chunk twice.",yes,yes-auto,115000,yes,,30000,,,,,,,,,,,,,,,,,,,,,,,
OP-4,2026-04-09T15:00:48.978762,2026-04-09,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,interpreted,cascade-implicit,Hybrid Arena,GPT-5.4 Low Thinking,256000,"H1-no, H2-no, H3-indeterminate, H4-untested, H5-partially",1.9600.41-pro,"3rd run selected GPT-5.4, describes real_url_content architecture fetch returns chunk metadata not page body, char counts aren't meaningful, exact counts unavailable. Used view_content_chunk on DocID postition 52, char est ~2100-2300, size nowhere near expected 250KB because sampling from a chunk index. Reports truncation due to extraction nose, incomplete page reconstruction, not well-formed Markdown includes headers:{type:MARKDOWN_NODE_TYPE_HEADER_1...}, didn't observe code blocks. Didn't call search_web.",yes,no,2200,yes,,650,,,,,,,,,,,,,,,,,,,,,,,
OP-4,2026-04-09T16:12:23.170861,2026-04-09,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,interpreted,cascade-implicit,Hybrid Arena,Claude Opus 4.6 Thinking,256000,"H1-no, H2-no, H3-no, H4-untested, H5-partially",1.9600.41-pro,"4th run selected Claude Opus 4.6, initial fetch read_url_content then called view_content_chunk 6x to analyze chunks 0, 1, 25, 50, 51, 52. Can't calculate precisely, all summaries empty strings. Content must be fetched chunk-by-chunk, ~195-210K chars, assuming 3700 char avg per chunk, content almost entirely CSS, nav chrome, not tutorial or code examples. Structural truncation by design, tool architecture chunks docs, requires piecemeal retrieval, no mid-sentence cut-offs, but no guidance between text/CSS/chrome, reports as parsing/extraction problem, not size-based truncation issue, tool scrapes DOM, not content. read_urL_content as an indexer, not content fetcher, splits doc into chunks, but chunking operates on DOM/CSS not text,mpty summaries, reading all 53 chunks not worth it. Didn't use search_web.",yes,yes-auto,22100,yes,,62500,,,,,,,,,,,,,,,,,,,,,,,
OP-4,2026-04-09T21:56:37.794169,2026-04-09,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,interpreted,cascade-implicit,Hybrid Arena,Kimi K2.5,256000,"H1-no, H2-no, H3-indeterminate, H4-untested, H5-yes",1.9600.41-pro,"5th run selected Kimi K2.5 invoked read_url_content and view_content_chunk x10 at positions 0, 10, 15, 20, 25, 30, 35, 40, 45, 50, 52 without explicit prompting, broader sampling strategy than any other run, but not sequential auto-pagination. Used ~4 chars/token, partial truncation, read_url_content returns metadata only - chunk positions/summaries, accessing full document requires iterating all 53 chunks, didn't receive full content. Incomplete/CSS-heavy, nav links rather than Markdown, code blocks present but embedded within heavily styled HTML.",yes,yes-auto,17500,yes,,31250,,,,,,,,,,,,,,,,,,,,,,,
OP-1,2026-04-10T21:06:07.150962,2026-04-10,https://en.wikipedia.org/wiki/Machine_learning#History,interpreted,cascade-implicit,Hybrid Arena,GPT-5.3-Codex Medium,40960,"H1-no, H2-no, H3-partially, H4-untested, H5-no",1.9600.41-pro,"1st run selected GPT-5.3-Codex, used read_url_context and didn't go to page fragment, used view_content_chunk after chunk index listing, didn't get all chunk bodies, sampled positions 89,90 reports chunks didn't abrupt mid-string cutoff, but only partial initial fetch. Output structured text with Markdown-like fragments, not clean standalone Markdown document, no code fences, didn't use search_web.",yes,no,8700,yes,,2200,,,,,,,,,,,,,,,,,,,,,,,
OP-1,2026-04-10T21:28:11.955954,2026-04-10,https://en.wikipedia.org/wiki/Machine_learning#History,interpreted,cascade-implicit,Hybrid-Arena,SWE-1.5,40960,"H1-no, H2-no, H3-partially, H4-untested, H5-yes",1.9600.41-pro,"2nd run selected SWE-1.5 and didn't require permission to use read_url_content, also viewed the chunk that contains the History section, view_content_chunk chunking system appears to work properly, content divided into logical sections, accessible via position indices. Uses ~4 chars/token heuristic, doesn't report truncation, nav structure, table of contents, history section, external links, footer-legal info; auto-paginated/sampled more chunks 0,1,16,89,90. Didn't use search_web. Claims last 50 chars of response was ""Add topic"" but that doesn't appear to be on the website.",no,yes-auto,55000,no,,14225,,,,,,,,,,,,,,,,,,,,,,,
OP-1,2026-04-10T21:53:59.994162,2026-04-10,https://en.wikipedia.org/wiki/Machine_learning#History,interpreted,cascade-implicit,Hybrid Arena,Claude Opus 4.6 Thinking,40960,"H1-no, H2-no, H3-yes, H4-untested, H5-no",1.9600.41-pro,"3rd run selects Claude Opus 4.6 notes tool visibility is good for the user, suggests reading context beyond the task boundary, admits metrics can't be precise and stopping, optimized for a coherent report over task completion. Uses read_url_content and view_content_chunk to report 91 chunks, not raw content, called 3x to sample 0,45,90 for text, didn't seek out the History section. Didn't invoke search_web. Reports a system that uses two-phase chunked retrieval model, not a single monolithic fetch, no single response truncation limit applies in the traditional sense, payload is never delivered as one blob, full content recovery requires 91 sequential calls; truncation is structurally avoided by chunking, but the tradeoff is that full content requires N+1 tool calls. Didn't offer estimates, but possibly ~200-200KB, ~55K-82K tokens.",no,no,6800,no,,2250,,,,,,,,,,,,,,,,,,,,,,,
OP-1,2026-04-11T00:06:22.659806,2026-04-11,https://en.wikipedia.org/wiki/Machine_learning#History,interpreted,cascade-implicit,Hybrid Arena,GPT-5.4 Low Thinking,40960,"H1-untested, H2-untested, H3-untested, H4-untested, H5-no",1.9600.41-pro,"4th run selects GPT-5.4 most transparent run about what it received, chunk index vs page content, flagging incompleteness, surfacing DocID and view_content_chunk without calling it. Didn't attempt to target the History section. Reports truncation, abstracted at top-level fetch results, listing chunk positions and summaries, it was asked to choose a position to see and did not, reported well below expected size. Invoked read_url_content but didn't use anything else, didn't need search_web.",no,no,8300,yes,,2100,,,,,,,,,,,,,,,,,,,,,,,
OP-1,2026-04-11T00:15:36.530119,2026-04-11,https://en.wikipedia.org/wiki/Machine_learning#History,interpreted,cascade-implicit,Hybrid Arena,Claude Sonnet 4.6 Thinking,40960,"H1-untested, H2-untested, H3-untested, H4-untested, H5-no",1.9600.41-pro,"5th run selected Claude Sonnet 4.6 which acknowledges the History section but doesn't read it. There is intention to target the URL fragment, but no follow-through. The tool returned nav index, not the page body, actual article requires view_content_chunk but wasn't called, search_web not called, but surfaces DocIdChunked architecture returns positional index of document rather than full inline text, capping direct output at the index level, 91 calls would be needed and decided to not do that.",no,no,3800,yes,,1000,,,,,,,,,,,,,,,,,,,,,,,
BL-3,2026-04-11T14:52:41.759839,2026-04-11,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,interpreted,cascade-implicit,Hybrid Arena,GPT-5.3-Codex Medium,256000,"H1-partially, H2-partially, H3-indeterminate, H4-untested, H5-partially",1.9600.41-pro,"1st run selects GPT-5.3 deterministically uses read_url_content and view_content_chunk to sample of start and end; truncation is a retrieval design choice rather than a hard char cap, a type of intentional segmentation; precise metrics not attempted, estimates from sampled chunks, visible payload ~4-6KB and ~1.1k-1.6k tokens. Not a clean-full doc dump, not complete/clean Markdown, output heavily CSS/inline artifacts, no code blocks observed. Did not call search_web.",yes,yes-auto,5000,yes,,1400,,,,,,,,,,,,,,,,,,,,,,,
BL-3,2026-04-11T15:01:07.377265,2026-04-11,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,interpreted,cascade-implicit,Hybrid Arena,Claude Sonnet 4.6 Thinking,256000,"H1-untested, H2-indeterminate, H3-no, H4-untested, H5-no",1.9600.41-pro,"2nd run selected Claude Sonnet 4.6 reports read_url_content doesn't return full doc in a single call, returns chunk manifest, full content requires view_content_chunk calls per position, no char count or truncation point from a single call, didn't call view_content_chunk or search_web, suggesting that auto-pagination ispt-sensitive or nondeterministic, but not systematic. Again notices 53 chunks, but most chunk summaries are empty and last chunk listing is raw CSS/HTML, not meaningful docs prose. Reported chunk reading available, but opted-out.",yes,no,2200,yes,,550,,,,,,,,,,,,,,,,,,,,,,,
BL-3,2026-04-11T15:49:04.232680,2026-04-11,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,interpreted,cascade-implicit,Hybrid Arena,Claude Opus 4.6 Thinking,256000,"H1-yes, H2-yes, H3-no, H4-untested, H5-yes",1.9600.41-pro,"3rd run selected Opus 4.6 and used read_url_content, identified 53 chunks and auto-paginated all 53 chunks in sequence, which is unique, usually model opts out of this and samples. Reports chunks individually truncated at output level ~2k chars visible per chunk, received ~106000 chars, truncated bytes across chunks ~135818, est total content ~242KB, visible token ~26k-30k vs full doc tokens 60-65k. Reports massively truncated, 52 out of 53 had explicit truncation notices, reports tutorial body absent from visible output, majority 95% is CSS/JS, not Markdown, received page's shell, tool is essentially unusable for extracting the substantive content of this particular page. Didn't call search_web, used document_id and position integer as parameters to view_content_chunk, reporting a type of double-truncating, first by chunking, then per-chunk output limits.",yes,yes-auto,106000,yes,,62500,,,,,,,,,,,,,,,,,,,,,,,
BL-3,2026-04-11T16:37:15.182150,2026-04-11,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,interpreted,cascade-implicit,Hybrid Arena,SWE-1.6 Fast,256000,"H1-partially, H2-indeterminate, H3-no, H4-untested, H5-yes",1.900.41-pro,"4th run selected SWE-1.6 similar run to prior run, but said no to truncation, a type of self-assessment reliability gap, both models analyzed all 53 chunks, but only Opus reported per-chunk ceiling as a 2nd truncation layer, this model interprets CSS/chrome for completeness. Est char count avg 4600 chars per chunk, used ~4chars/token ratio; reports content is primarily HTML/CSS no Markdown/code blocks, interprets this as complete. Used single call to read_url_content, 53 calls to view_content_chunk. Reports that in order to get the tutorial content, it would need to be extracted from the markup.",yes,yes-auto,240000,no,,61250,,,,,,,,,,,,,,,,,,,,,,,
BL-3,2026-04-11T16:52:15.063810,2026-04-11,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,interpreted,cascade-implicit,Hybrid Arena,Kimi K2.5,256000,"H1-indeterminate, H2-indeterminate, H3-no, H4-untested, H5-partially",1.9600.41-pro,"5th run selected Kimi K2.5, reports content heavily dominated by CSS framework, actual doc text sparse compared to styling markup, content nav rather than tutorial text, chunking system retrieved all indexed content without truncation; thought about sampling 7 chunks but wandered around 11, reports no truncation but Markdown incomplete due to heavy CSS injection/code blocks not demarcated, partial completeness. Used read_url_content and view_content_chunk with Document ID; possibly conflating index completeness with content completeness, didn't observe per-chunk output truncation because sampling skips chunks where truncation notices appeared? Sampling possibly reasonable agentic strategy, but produces least reliable self-assessment of the set.",yes,yes-auto,200000,no,,50000,,,,,,,,,,,,,,,,,,,,,,,
SC-1,2026-04-11T19:29:09.036921,2026-04-11,https://ai.google.dev/gemini-api/docs/url-context,interpreted,cascade-implicit,Hybrid Arena,GPT-5.3-Codex Medium,40960,"H1-indeterminate, H2-no, H3-partially, H4-untested, H5-yes",1.9600.41-pro,"1st run selects GPT-5.3 has no trouble calling read_content_url and calling view_content_chunk 14x for 0-13 positions. Uniquely populated chunk summaries with code language and headers info, they're fetched but not reported on. Summary content visible to user in Cascade UI tooltip may not be what the model receives in its tool response. Used ~4 chars/token heuristic, didn't report truncation but reports Markdown mostly complete, but code blocks closed, some extraction artifacts there, but duplicates, flattened formatting. Visible identifiers MARKDOWN_NODE_TYPE_HEADER_1, 2, 3, and DocumentId usage pattern via chunk retrieval. Didn't use search_web or report it.",yes,yes-auto,47600,no,,11900,,,,,,,,,,,,,,,,,,,,,,,
SC-1,2026-04-11T19:39:29.567255,2026-04-11,https://ai.google.dev/gemini-api/docs/url-context,interpreted,cascade-implicit,Hybrid Arena,Kimi K2.5,40960,"H1-indeterminate, H2-no, H3-yes, H4-untested, H5-yes",1.9600.41-pro,"2nd run selects Kimi K2.5, also included some coding language and/or header information that the model output doesn't include in its report. Retrieved all 14 chunks sequentially, appears to be the defeault strategy when chunk counts are small, but Kimi reports half of GPT's char count, possibly reflecting different counting methods, not different retrieval method. Used ~4 chars/token heuristic, includes Korean chars in last chars, GPT didn't. No truncation, Markdown complete, MARKDOWN_NODE_TYPE_HEADER_* with code blocks, url_content_metadata, standard Markdown link syntax. Appears complete, used read_url_content, view_content_chunk x14, didn't use search_web.",yes,yes-auto,22000,no,,5500,,,,,,,,,,,,,,,,,,,,,,,
SC-1,2026-04-11T19:47:33.331702,2026-04-11,https://ai.google.dev/gemini-api/docs/url-context,interpreted,cascade-implicit,Hybrid Arena,SWE-1.6 Fast,40960,"H1-indeterminate, H2-no, H3-yes, H4-untested, H5-yes",1.9600.41-pro,"3rd run selects SWE-1.6 like prior runs, uses read_url_content and view_content_chunk x14 to retrieve all chunks, search_web not called. Includes UI Tooltip Gap, where while model thinks shows headers info but doesn't report on it. Used 1 token ~4 chars ratio, no truncation, ends same as prior runs, reports doc has logical flow, lists headers. Chunked delivery method system processes large docs by splitting them, but all chunks successfully retrieved without truncation, expected ~40 KB but got ~23 KB. Third run with observability gap between UI presentation and model context.",yes,yes-auto,22800,no,,5700,,,,,,,,,,,,,,,,,,,,,,,
