test_id,timestamp,date,url,method,model,input_est_chars,output_chars,truncated,truncation_char_num,tokens_est,hypothesis_match,notes,track,cursor_version,file_size_bytes, md5_checksum,total_lines,total_words,code_blocks,table_rows,headers
SC-3,2026-03-17T20:26:50.069166,2026-03-17,https://en.wikipedia.org/wiki/List_of_countries_by_population,@Web,Auto,102400,38126,yes,,12442,"H1-yes, H2-na, H3-yes","Tool: WebFetch (MCP-style). Converted Markdown ~38KB vs ~100KB+ expected raw HTML. Content truncated mid-reference-list: hexdump ends at citation 14 of 252 on Wikipedia page. End-of-file check reports clean UTF-8 boundary — no mid-character cut — but content is incomplete. Clean boundary ≠ complete content. No final newline (last byte 0x2e). H3-yes: truncation respects Markdown structure (ends at complete citation), not mid-token.",2.6.19,38126,1e23ef872e7af28063b124ee6f75735c,307,4199,0,242,5
SC-4,2026-03-17T20:46:19.229061,2026-03-17,https://www.markdownguide.org/basic-syntax/,@Web,Auto,30720,27890,yes,,7131,"H1-yes, H2-na, H3-yes","Tool: WebFetch (Cursor internal, MCP-style) — distinct from Anthropic API web_fetch. Converted Markdown ~28KB vs ~30KB+ expected raw HTML. Content truncated: body stops after 'Stay updated' (line 980), no trailing newline, page cut before footer/closing markup. End-of-file check: clean UTF-8 boundary (last bytes ASCII), but incomplete document — complete characters, incomplete content. H3-yes: truncation respects structure, ends at complete sentence mid-page. char count 27890 via wc -m vs 28158 bytes (file contains multibyte UTF-8 chars including rocket emoji f0 9f 9a 80).",2.6.19,28158,d542d945f2b5dc15c5254d03d71e6c6a,979,4871,24,87,63
EC-1,2026-03-17T21:34:12.859909,2026-03-17,https://ai.google.dev/gemini-api/docs,@Web,Auto,102400,136738,no,,37214,"H1-na, H2-na, H3-na","Tool: WebFetch (MCP) timed out; Cursor fell back to curl -sL --max-time 60, success. 136KB raw HTML saved — not filtered @Web output. Same autonomous curl fallback pattern as SC-2 run 4. File contains embedded JSON/JS with URLs including developers.google.com and aistudio.google.com, and a string resembling a client API key in page script — treat as potentially sensitive, redact before redistributing. Hypotheses non-applicable — curl output, not @Web output.",2.6.19,136954,85d79e95c3605ea88bc3474262561d9a,3444,7449,6,0,9
EC-3,2026-03-17T21:41:09.306438,2026-03-17, https://httpbin.org/redirect/5,@Web,Auto,2048,1021,no,,389,"H1-no, H2-no, H3-no","Tool: WebFetch (MCP-style). URL https://httpbin.org/redirect/5 followed 5 redirects to final https://httpbin.org/get JSON echo. Output ~1KB vs ~2KB expected — pipeline prepends '# Content from...' header and normalizes raw HTML. Full JSON object returned, ends cleanly with closing brace and newline. No truncation. Echoed headers include User-Agent (Chrome 139), Traceparent, X-Amzn-Trace-Id suggesting AWS edge, Sec-* client hint headers.",2.6.19,1021,200492cffb4ed55cf50fa360456fbaab,26,65,0,0,1
EC-6,2026-03-17T21:56:30.818616,2026-03-17,https://raw.githubusercontent.com/agent-ecosystem/agent-docs-spec/main/SPEC.md,@Web,Auto,61440,71509,no,,16890,"H1-no, H2-no, H3-no","Tool: WebFetch (Cursor mcp_web_fetch-style). Source is raw Markdown from githubusercontent.com — no HTML-to-Markdown conversion needed. 71.5KB on disk vs ~60KB expected; version/content drift possible. Ends cleanly: full sentence and closing parenthesis, newline terminated, no mid-UTF-8 or mid-token cut. No truncation detected. char count 71509 via wc -m, token count 16890 via tiktoken cl100k_base. Tool metadata reported ~69.8KB/1333 lines vs 71524 bytes/1332 lines on disk — small line/size rounding difference.",2.6.19,71524,79346d343bba1f5d872be17e6b8f6411,1332,10135,1,72,68
BL-1,2026-03-19T17:06:11.694041,2026-03-19,https://www.mongodb.com/docs/manual/reference/change-events/create/,@Web,Auto,87040,4817,no,,1167,H3-yes,"@Web uses WebFetch, Glob, Read, and Grep; returns converted markdown (not raw HTML). Expected ~85KB raw HTML, received 4.70KB markdown (94% reduction). No truncation detected - document complete with proper structure. Clean conversion includes full table and example code block.",2.6.20,4817,d6ad8451d3778bf3544574431203a3a7,144,564,1,57,4
BL-2,2026-03-19T17:32:39.346797,2026-03-19,https://www.mongodb.com/docs/manual/reference/change-events/create.md,@Web,Auto,20480,4819,no,,1168,H3-yes,"@Web uses web fetch/WebFetch returns converted markdown. Expected ~20KB markdown source, received 4.71KB (76% reduction). BL-2 result (4,819 bytes) nearly identical to BL-1 (4,817 bytes) despite different source formats (.md vs .html). Suggests @Web normalizes both to same markdown output. No truncation detected - complete structure.",2.6.20,4819,0f607050f9c7a99055543443831329e4,143,564,1,57,4
SC-2,2026-03-19T17:45:58.760342,2026-03-19,https://docs.anthropic.com/en/api/messages,@Web,Auto,81920,17690970,no,,6680678,H1-no,"@Web, WebFetch - fetch timed out initially, retried with curl fallback. Received full HTML/JS/CSS (16.87MB), not converted markdown. Chars/token ratio 2.65 (vs 4.13 for BL-1/BL-2) indicates heavy code/markup. No truncation - complete HTML document ending with closing tags. WebFetch timeout behavior: falls back to curl when initial fetch times out.",2.6.20,17691628,a6d813dd266888b08500852e6ab2449c,112052,1203717,0,0,0
OP-3,2026-03-19T18:08:12.762457,2026-03-19,https://httpbin.org/html,@Web,Auto,5120,3639,no,,847,H3-yes,"@Web - WebFetch returns converted markdown. Expected ~5KB raw HTML from httpbin.org, received 3.56KB markdown. Chars/token ratio 4.30 (prose-heavy, similar to BL-1/BL-2). Clean conversion with headers preserved. Ends cleanly after 'competency.' This small test URL confirms @Web's markdown conversion behavior even for simple HTML pages.",2.60.20,3641,9ae3054fc37c1bb748bdf8369f8ecf02,6,610,0,0,2
OP-4,2026-03-19T18:17:12.773873,2026-03-19,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,@Web,Auto,256000,245453,no,,56182,H3-yes,"@Web - WebFetch returns converted markdown. Expected ~250KB raw HTML, received 239.71KB markdown (slight reduction). Same URL as BL-3 - confirms consistent behavior. Chars/token ratio 4.37 (documentation prose). 241 code blocks, 237 headers indicate rich structured content. Clean ending with markdown link. No truncation despite large size - complete multi-section tutorial document.",2.60.20,245465,554eb56e8416d86d12af17a2dfe6f815,5769,24867,241,12,237
BL-3,2026-03-19T18:43:51.064913,2026-03-19,https://www.mongodb.com/docs/atlas/atlas-search/tutorial/,@Web,Auto,256000,245453,no,,56182,H3-yes,"@Web, Cursor MCP-style web fetch returns converted markdown. Expected ~250KB raw HTML, received 239.71KB markdown (slight reduction). Identical output to OP-4 (same URL, same MD5 checksum). Chars/token ratio 4.37. Complete document, clean ending. NOTE: Cursor attempted to overwrite previous CSV entries during this test run - manually prevented. This behavior breaks testing methodology and data integrity.",2.60.20,245465,554eb56e8416d86d12af17a2dfe6f815,5769,24867,241,10,237
SC-1,2026-03-19T18:56:06.837475,2026-03-19,https://ai.google.dev/gemini-api/docs/url-context,@Web,Auto,40960,10469,no,,2534,H3-yes,"@Web, WebFetch returns converted markdown. Expected ~40KB raw HTML, received 10.25KB markdown (74% reduction). Chars/token ratio 4.13 (identical to BL-1/BL-2). Clean ending with complete sentence and markdown link. WebFetch tool used (remote URL retrieval). Cursor noted results.csv was NOT modified during this run.",2.60.20,10493,22b0f343e72c3d5f919d54c80220b3cd,312,1276,0,8,20
SC-3,2026-03-19T19:22:32.535222,2026-03-19,https://en.wikipedia.org/wiki/List_of_countries_by_population,@Web,Auto,102400,38118,no,,12442,H3-partial,"@We, WebFetch returns converted markdown with intelligent reference filtering. Expected ~100KB raw HTML, received 37.23KB. Chars/token ratio 3.06 (table-heavy). Wikipedia page has 252 references, @Web consistently selects #14 'Moody's Analytics' across multiple runs - the FIRST commercial/corporate data provider after 13 governmental/institutional sources (UN, census bureaus, national statistics). Selection pattern: skip govt/academic sources, preserve first commercial analytics provider. Deterministic filtering suggests domain-type classification logic (.com analytics vs .gov/.org/.un.org primary sources).",2.60.20,38126,397348c69473a70abf06a413fb16fa72,308,4199,0,1,5
SC-4,2026-03-19T19:35:01.056698,2026-03-19,https://www.markdownguide.org/basic-syntax/,@Web,Auto,30720,27890,yes,27890,7131,H1-yes,"@Web returns converted markdown via WebFetch (MCP-style). Expected ~30KB, received 27.50KB. Chars/token ratio 3.91 (code/table heavy). FIRST CONFIRMED TRUNCATION: ends mid-word 'updated' (last char alphanumeric). Truncation at ~28KB suggests MCP WebFetch has different limits than other fetch paths. Compare to OP-4/BL-3 (239KB, no truncation) which may have used different backend. Tool visibility inconsistent - MCP-style fetch not always reported in output. Character-based limit ~27-28KB for this fetch method.",2.60.20,28158,d542d945f2b5dc15c5254d03d71e6c6a,980,4735,26,134,67
EC-1,2026-03-19T20:08:56.702648,2026-03-19,https://ai.google.dev/gemini-api/docs,@Web,Auto,102400,5857,no,,1397,H3-yes,"@Web returns converted markdown via WebFetch. Expected ~100KB raw HTML (JS-heavy SPA), received 5.72KB markdown (94% reduction). Chars/token ratio 4.19 (documentation prose). Google Gemini API docs - similar conversion pattern to SC-1 (same domain family). Clean ending with complete markdown link and newline. No truncation detected. Tool metadata: no separate server name in payload - only URL host (ai.google.dev) and page content links visible. results.csv not touched.",2.60.20,5857,318cfe86804fef71c480a0a73b011ca4,171,600,6,0,10
EC-3,2026-03-19T20:15:40.579362,2026-03-19, https://httpbin.org/redirect/5,@Web,Auto,2048,1021,no,,390,H3-yes,"@Web successfully followed redirect chain (httpbin.org/redirect/5). Expected ~2KB, received 1.02KB. Chars/token ratio 2.62 (lowest in suite - JSON/structured data). Returns final redirect payload as JSON. Tool identifiers visible: Server/host httpbin.org, requested/redirected endpoint domains, trace identifiers (Traceparent, X-Amzn-Trace-Id). Clean ending with closing brace and newline. No truncation. Confirms @Web follows redirects and returns structured data formats intact.",2.60.20,1021,3ac3caaa3f5ce930efee6d2f4d844495,27,65,0,0,1
EC-6,2026-03-19T20:21:15.226065,2026-03-19,https://raw.githubusercontent.com/agent-ecosystem/agent-docs-spec/main/SPEC.md,@Web,Auto,61440,72600,yes,72600,16646,H1-yes,"@Web returns raw markdown (.md file). Expected ~60KB, received 70.91KB. Chars/token ratio 4.36 (markdown prose). TRUNCATION DETECTED: Unclosed markdown code block (odd fence count). Ends mid-sentence 'Notable exclusions with rationale (Appendix B).' followed by newline but missing closing content. Raw GitHub SPEC.md file - no HTML conversion, direct markdown fetch. Tool identifiers: raw.githubusercontent.com, urllib.request.urlopen (method=GET), hashlib.md5, hexdump_c. Truncation at ~72KB, larger than SC-4's ~28KB truncation - suggests different limits for different content types or fetch methods.",2.60.20,72615,ac244048f17bafd145598fcce3460447,1333,10127,3,72,68
